time,open,high,low,close,Volume,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5
1999-01-07,73000.84214,73000.84214,73000.84214,73000.84214,0,72925.6094,72996.98405,74075.32009,73818.11412,73586.62875
1999-01-11,75079.38791,75079.38791,75079.38791,75079.38791,0,73000.84214,72925.6094,72996.98405,74075.32009,73818.11412
1999-01-12,79036.5018,79036.5018,79036.5018,79036.5018,0,75079.38791,73000.84214,72925.6094,72996.98405,74075.32009
1999-01-13,79271.52375,79271.52375,79271.52375,79271.52375,0,79036.5018,75079.38791,73000.84214,72925.6094,72996.98405
1999-01-14,76045.35709,76045.35709,76045.35709,76045.35709,0,79271.52375,79036.5018,75079.38791,73000.84214,72925.6094
1999-01-18,77292.96681,77292.96681,77292.96681,77292.96681,0,76045.35709,79271.52375,79036.5018,75079.38791,73000.84214
1999-01-19,77509.01983,77509.01983,77509.01983,77509.01983,0,77292.96681,76045.35709,79271.52375,79036.5018,75079.38791
1999-01-20,79492.72089,79492.72089,79492.72089,79492.72089,0,77509.01983,77292.96681,76045.35709,79271.52375,79036.5018
1999-01-21,80311.52003,80311.52003,80311.52003,80311.52003,0,79492.72089,77509.01983,77292.96681,76045.35709,79271.52375
1999-01-25,84368.52629,84457.11767,84368.52629,84412.82198,0,80311.52003,79492.72089,77509.01983,77292.96681,76045.35709
1999-01-26,81740.77504,81740.77504,81740.77504,81740.77504,0,84412.82198,80311.52003,79492.72089,77509.01983,77292.96681
1999-01-27,84018.25998,84047.83866,84018.25998,84033.04932,0,81740.77504,84412.82198,80311.52003,79492.72089,77509.01983
1999-01-28,79969.51646,79969.51646,79969.51646,79969.51646,0,84033.04932,81740.77504,84412.82198,80311.52003,79492.72089
1999-02-01,79332.93168,79332.93168,79332.93168,79332.93168,0,79969.51646,84033.04932,81740.77504,84412.82198,80311.52003
1999-02-02,78541.05879,78541.05879,78541.05879,78541.05879,0,79332.93168,79969.51646,84033.04932,81740.77504,84412.82198
1999-02-03,78690.31863,78690.31863,78690.31863,78690.31863,0,78541.05879,79332.93168,79969.51646,84033.04932,81740.77504
1999-02-04,79713.91803,79713.91803,79713.91803,79713.91803,0,78690.31863,78541.05879,79332.93168,79969.51646,84033.04932
1999-02-08,80417.05485,80417.05485,80417.05485,80417.05485,0,79713.91803,78690.31863,78541.05879,79332.93168,79969.51646
1999-02-09,77943.21566,77943.21566,77943.21566,77943.21566,0,80417.05485,79713.91803,78690.31863,78541.05879,79332.93168
1999-02-10,79316.77593,79316.77593,79316.77593,79316.77593,0,77943.21566,80417.05485,79713.91803,78690.31863,78541.05879
1999-02-11,80455.475,80455.475,80455.475,80455.475,0,79316.77593,77943.21566,80417.05485,79713.91803,78690.31863
1999-02-15,78462.12871,78462.12871,78462.12871,78462.12871,0,80455.475,79316.77593,77943.21566,80417.05485,79713.91803
1999-02-16,79577.92037,79577.92037,79577.92037,79577.92037,0,78462.12871,80455.475,79316.77593,77943.21566,80417.05485
1999-02-17,80403.08857,80403.08857,80403.08857,80403.08857,0,79577.92037,78462.12871,80455.475,79316.77593,77943.21566
1999-02-18,81112.08005,81112.08005,81112.08005,81112.08005,0,80403.08857,79577.92037,78462.12871,80455.475,79316.77593
1999-02-22,80563.98377,80563.98377,80563.98377,80563.98377,0,81112.08005,80403.08857,79577.92037,78462.12871,80455.475
1999-02-23,80173.04998,80173.04998,80173.04998,80173.04998,0,80563.98377,81112.08005,80403.08857,79577.92037,78462.12871
1999-02-24,80935.48564,80935.48564,80935.48564,80935.48564,0,80173.04998,80563.98377,81112.08005,80403.08857,79577.92037
1999-02-25,80571.6485,80571.6485,80571.6485,80571.6485,0,80935.48564,80173.04998,80563.98377,81112.08005,80403.08857
1999-03-01,80275.51119,80275.51119,80275.51119,80275.51119,0,80571.6485,80935.48564,80173.04998,80563.98377,81112.08005
1999-03-02,81632.83534,81632.83534,81632.83534,81632.83534,0,80275.51119,80571.6485,80935.48564,80173.04998,80563.98377
1999-03-03,81586.65883,81586.65883,81586.65883,81586.65883,0,81632.83534,80275.51119,80571.6485,80935.48564,80173.04998
1999-03-04,81400.44974,81400.44974,81400.44974,81400.44974,0,81586.65883,81632.83534,80275.51119,80571.6485,80935.48564
1999-03-08,82941.69223,82941.69223,82941.69223,82941.69223,0,81400.44974,81586.65883,81632.83534,80275.51119,80571.6485
1999-03-09,84694.71169,84694.71169,84694.71169,84694.71169,0,82941.69223,81400.44974,81586.65883,81632.83534,80275.51119
1999-03-10,83681.48091,83681.48091,83681.48091,83681.48091,0,84694.71169,82941.69223,81400.44974,81586.65883,81632.83534
1999-03-11,83112.41269,83112.41269,83112.41269,83112.41269,0,83681.48091,84694.71169,82941.69223,81400.44974,81586.65883
1999-03-15,79326.18002,79326.18002,79326.18002,79326.18002,0,83112.41269,83681.48091,84694.71169,82941.69223,81400.44974
1999-03-16,79354.15117,79354.15117,79354.15117,79354.15117,0,79326.18002,83112.41269,83681.48091,84694.71169,82941.69223
1999-03-17,79158.35313,79158.35313,79158.35313,79158.35313,0,79354.15117,79326.18002,83112.41269,83681.48091,84694.71169
1999-03-18,79438.06462,79438.06462,79438.06462,79438.06462,0,79158.35313,79354.15117,79326.18002,83112.41269,83681.48091
1999-03-22,79549.94922,79787.70399,79074.43968,79521.97807,0,79438.06462,79158.35313,79354.15117,79326.18002,83112.41269
1999-03-23,79507.9925,79675.81939,79382.12232,79382.12232,0,79521.97807,79438.06462,79158.35313,79354.15117,79326.18002
1999-03-24,79596.20611,79638.2834,79189.45897,79413.87118,0,79382.12232,79521.97807,79438.06462,79158.35313,79354.15117
1999-03-25,79214.29543,79326.18002,78095.44945,78179.36289,0,79413.87118,79382.12232,79521.97807,79438.06462,79158.35313
1999-03-29,78010.4911,78122.05419,77815.25569,77815.25569,0,78179.36289,79413.87118,79382.12232,79521.97807,79438.06462
1999-03-30,77142.50132,77750.79344,77087.20203,77363.69845,0,77815.25569,78179.36289,79413.87118,79382.12232,79521.97807
1999-03-31,78291.24749,78542.98784,78291.24749,78375.16094,0,77363.69845,77815.25569,78179.36289,79413.87118,79382.12232
1999-04-05,77829.72352,78459.07439,77829.72352,78235.30519,0,78375.16094,77363.69845,77815.25569,78179.36289,79413.87118
1999-04-06,78291.24749,78682.84358,78291.24749,78403.13209,0,78235.30519,78375.16094,77363.69845,77815.25569,78179.36289
1999-04-07,78487.04554,78487.04554,78487.04554,78487.04554,0,78403.13209,78235.30519,78375.16094,77363.69845,77815.25569
1999-04-08,76964.48263,76964.48263,76964.48263,76964.48263,0,78487.04554,78403.13209,78235.30519,78375.16094,77363.69845
1999-04-12,79126.122,79126.122,79126.122,79126.122,0,76964.48263,78487.04554,78403.13209,78235.30519,78375.16094
1999-04-13,78654.87244,78654.87244,78654.87244,78654.87244,0,79126.122,76964.48263,78487.04554,78403.13209,78235.30519
