Date,USD,IDR
8/12/2017,"1.289,00 (-1.335,49)","554.084 (-809.654,74)"
8/13/2017,"1.289,00 (-1.335,49)","554.084 (-809.654,74)"
8/14/2017,"1.285,19 (-1.339,30)","551.372 (-812.366,80)"
8/15/2017,"1.273,24 (-1.351,25)","546.245 (-817.493,59)"
8/16/2017,"1.272,20 (-1.352,29)","547.026 (-816.712,70)"
8/17/2017,"1.286,17 (-1.338,32)","553.033 (-810.705,83)"
8/18/2017,"1.285,83 (-1.338,66)","552.638 (-811.100,06)"
8/19/2017,"1.284,42 (-1.340,07)","552.032 (-811.706,07)"
8/20/2017,"1.284,42 (-1.340,07)","552.032 (-811.706,07)"
8/21/2017,"1.290,72 (-1.333,77)","554.201 (-809.537,85)"
8/22/2017,"1.286,93 (-1.337,56)","551.870 (-811.868,56)"
8/23/2017,"1.287,52 (-1.336,97)","552.288 (-811.449,98)"
8/24/2017,"1.287,61 (-1.336,88)","552.824 (-810.914,60)"
8/25/2017,"1.292,20 (-1.332,29)","554.545 (-809.193,20)"
8/26/2017,"1.291,10 (-1.333,39)","554.073 (-809.665,26)"
8/27/2017,"1.291,10 (-1.333,39)","554.073 (-809.665,26)"
8/28/2017,"1.306,80 (-1.317,69)","560.391 (-803.347,78)"
8/29/2017,"1.313,90 (-1.310,59)","563.858 (-799.880,68)"
8/30/2017,"1.308,05 (-1.316,44)","561.137 (-802.601,47)"
8/31/2017,"1.316,64 (-1.307,85)","565.161 (-798.577,82)"
9/1/2017,"1.323,41 (-1.301,08)","568.067 (-795.671,84)"
9/2/2017,"1.324,94 (-1.299,55)","568.723 (-795.015,09)"
9/3/2017,"1.324,94 (-1.299,55)","568.723 (-795.015,09)"
9/4/2017,"1.334,15 (-1.290,34)","572.419 (-791.319,11)"
9/5/2017,"1.337,43 (-1.287,06)","573.440 (-790.298,82)"
9/6/2017,"1.337,53 (-1.286,96)","573.526 (-790.212,94)"
9/7/2017,"1.346,62 (-1.277,87)","577.163 (-786.574,97)"
9/8/2017,"1.346,64 (-1.277,85)","575.137 (-788.601,28)"
9/9/2017,"1.346,45 (-1.278,04)","575.056 (-788.682,43)"
9/10/2017,"1.346,45 (-1.278,04)","575.056 (-788.682,43)"
9/11/2017,"1.333,09 (-1.291,40)","563.778 (-799.960,14)"
9/12/2017,"1.327,49 (-1.297,00)","562.776 (-800.962,68)"
9/13/2017,"1.322,18 (-1.302,31)","561.502 (-802.236,10)"
9/14/2017,"1.324,83 (-1.299,66)","563.906 (-799.832,87)"
9/15/2017,"1.323,01 (-1.301,48)","564.067 (-799.671,75)"
9/16/2017,"1.320,13 (-1.304,36)","562.839 (-800.899,64)"
9/17/2017,"1.320,13 (-1.304,36)","562.839 (-800.899,64)"
9/18/2017,"1.305,72 (-1.318,77)","555.730 (-808.008,90)"
9/19/2017,"1.305,76 (-1.318,73)","556.586 (-807.152,25)"
9/20/2017,"1.312,86 (-1.311,63)","560.119 (-803.619,33)"
9/21/2017,"1.293,59 (-1.330,90)","551.898 (-811.840,69)"
9/22/2017,"1.294,92 (-1.329,57)","554.755 (-808.983,46)"
9/23/2017,"1.297,05 (-1.327,44)","555.668 (-808.070,95)"
9/24/2017,"1.297,05 (-1.327,44)","555.668 (-808.070,95)"
9/25/2017,"1.308,45 (-1.316,04)","559.710 (-804.028,45)"
9/26/2017,"1.294,72 (-1.329,77)","555.627 (-808.111,74)"
9/27/2017,"1.285,82 (-1.338,67)","553.296 (-810.442,92)"
9/28/2017,"1.287,19 (-1.337,30)","557.196 (-806.542,67)"
9/29/2017,"1.283,83 (-1.340,66)","556.897 (-806.841,41)"
9/30/2017,"1.278,96 (-1.345,53)","554.785 (-808.953,91)"
10/1/2017,"1.168,40 (-1.456,09)","510.207 (-853.531,54)"
10/2/2017,"1.175,50 (-1.448,99)","511.115 (-852.623,18)"
10/3/2017,"1.177,30 (-1.447,19)","511.898 (-851.840,53)"
10/4/2017,"1.177,30 (-1.447,19)","511.898 (-851.840,53)"
10/5/2017,"1.166,10 (-1.458,39)","506.728 (-857.010,29)"
10/6/2017,"1.171,20 (-1.453,29)","504.765 (-858.973,79)"
10/7/2017,"1.178,00 (-1.446,49)","505.082 (-858.656,40)"
10/8/2017,"1.171,30 (-1.453,19)","501.004 (-862.734,17)"
10/9/2017,"1.162,90 (-1.461,59)","498.645 (-865.093,32)"
10/10/2017,"1.290,55 (-1.333,94)","559.771 (-803.967,91)"
10/11/2017,"1.285,58 (-1.338,91)","558.359 (-805.379,65)"
10/12/2017,"1.293,31 (-1.331,18)","562.215 (-801.523,35)"
10/13/2017,"1.300,55 (-1.323,94)","564.819 (-798.919,62)"
10/14/2017,"1.303,82 (-1.320,67)","566.239 (-797.499,49)"
10/15/2017,"1.303,82 (-1.320,67)","566.239 (-797.499,49)"
10/16/2017,"1.303,55 (-1.320,94)","565.074 (-798.664,50)"
10/17/2017,"1.285,60 (-1.338,89)","557.582 (-806.156,29)"
10/18/2017,"1.281,83 (-1.342,66)","556.936 (-806.802,31)"
10/19/2017,"1.287,60 (-1.336,89)","559.733 (-804.005,54)"
10/20/2017,"1.279,73 (-1.344,76)","556.147 (-807.591,29)"
10/21/2017,"1.280,70 (-1.343,79)","556.569 (-807.169,75)"
10/22/2017,"1.280,70 (-1.343,79)","556.569 (-807.169,75)"
10/23/2017,"1.281,74 (-1.342,75)","557.762 (-805.976,02)"
10/24/2017,"1.276,13 (-1.348,36)","555.075 (-808.663,44)"
10/25/2017,"1.278,57 (-1.345,92)","557.822 (-805.916,74)"
10/26/2017,"1.269,97 (-1.354,52)","553.661 (-810.077,10)"
10/27/2017,"1.270,84 (-1.353,65)","556.901 (-806.837,72)"
10/28/2017,"1.273,86 (-1.350,63)","558.224 (-805.514,31)"
10/29/2017,"1.273,86 (-1.350,63)","558.224 (-805.514,31)"
10/30/2017,"1.278,44 (-1.346,05)","558.176 (-805.562,43)"
10/31/2017,"1.269,33 (-1.355,16)","553.872 (-809.866,40)"
11/1/2017,"1.152,30 (-1.472,19)","497.768 (-865.970,86)"
11/2/2017,"1.151,40 (-1.473,09)","497.379 (-866.359,64)"
11/3/2017,"1.161,50 (-1.462,99)","503.572 (-860.166,86)"
11/4/2017,"1.163,90 (-1.460,59)","504.350 (-859.388,27)"
11/5/2017,"1.182,30 (-1.442,19)","508.218 (-855.520,32)"
11/6/2017,"1.172,30 (-1.452,19)","503.053 (-860.685,75)"
11/7/2017,"1.172,70 (-1.451,79)","503.224 (-860.514,11)"
11/8/2017,"1.172,70 (-1.451,79)","503.224 (-860.514,11)"
11/9/2017,"1.183,10 (-1.441,39)","509.133 (-854.605,87)"
11/10/2017,"1.276,12 (-1.348,37)","554.455 (-809.283,22)"
11/11/2017,"1.275,85 (-1.348,64)","554.338 (-809.400,53)"
11/12/2017,"1.275,85 (-1.348,64)","554.338 (-809.400,53)"
11/13/2017,"1.278,81 (-1.345,68)","557.310 (-806.428,75)"
11/14/2017,"1.280,34 (-1.344,15)","557.441 (-806.297,10)"
11/15/2017,"1.277,22 (-1.347,27)","555.960 (-807.778,69)"
11/16/2017,"1.279,91 (-1.344,58)","557.090 (-806.648,92)"
11/17/2017,"1.288,80 (-1.335,69)","560.089 (-803.649,64)"
11/18/2017,"1.294,15 (-1.330,34)","562.414 (-801.324,62)"
11/19/2017,"1.294,15 (-1.330,34)","562.414 (-801.324,62)"
11/20/2017,"1.279,95 (-1.344,54)","556.737 (-807.001,87)"
11/21/2017,"1.282,30 (-1.342,19)","558.377 (-805.361,29)"
11/22/2017,"1.291,01 (-1.333,48)","561.298 (-802.440,17)"
11/23/2017,"1.291,44 (-1.333,05)","560.655 (-803.083,63)"
11/24/2017,"1.288,70 (-1.335,79)","559.590 (-804.148,85)"
11/25/2017,"1.288,20 (-1.336,29)","559.372 (-804.365,97)"
11/26/2017,"1.288,20 (-1.336,29)","559.372 (-804.365,97)"
11/27/2017,"1.297,14 (-1.327,35)","563.463 (-800.275,45)"
11/28/2017,"1.296,15 (-1.328,34)","563.700 (-800.038,74)"
11/29/2017,"1.285,52 (-1.338,97)","558.581 (-805.157,72)"
11/30/2017,"1.276,99 (-1.347,50)","554.833 (-808.905,21)"
12/1/2017,"1.204,90 (-1.419,59)","517.119 (-846.619,09)"
12/2/2017,"1.217,70 (-1.406,79)","523.592 (-840.146,84)"
12/3/2017,"1.219,90 (-1.404,59)","524.067 (-839.671,52)"
12/4/2017,"1.220,40 (-1.404,09)","524.282 (-839.456,72)"
12/5/2017,"1.220,40 (-1.404,09)","524.282 (-839.456,72)"
12/6/2017,"1.229,60 (-1.394,89)","526.929 (-836.808,99)"
12/7/2017,"1.232,60 (-1.391,89)","527.938 (-835.800,78)"
12/8/2017,"1.242,50 (-1.381,99)","532.777 (-830.961,28)"
12/9/2017,"1.232,90 (-1.391,59)","527.511 (-836.227,23)"
12/10/2017,"1.248,32 (-1.376,17)","544.062 (-819.676,26)"
12/11/2017,"1.246,55 (-1.377,94)","542.890 (-820.848,46)"
12/12/2017,"1.237,50 (-1.386,99)","539.108 (-824.630,72)"
12/13/2017,"1.245,80 (-1.378,69)","544.286 (-819.452,80)"
12/14/2017,"1.253,20 (-1.371,29)","546.552 (-817.186,76)"
12/15/2017,"1.254,72 (-1.369,77)","547.537 (-816.201,13)"
12/16/2017,"1.255,32 (-1.369,17)","547.799 (-815.939,30)"
12/17/2017,"1.255,32 (-1.369,17)","547.799 (-815.939,30)"
12/18/2017,"1.263,03 (-1.361,46)","551.610 (-812.128,11)"
12/19/2017,"1.260,54 (-1.363,95)","550.644 (-813.094,00)"
12/20/2017,"1.264,96 (-1.359,53)","552.250 (-811.488,56)"
12/21/2017,"1.266,87 (-1.357,62)","551.699 (-812.039,55)"
12/22/2017,"1.273,86 (-1.350,63)","555.275 (-808.463,11)"
12/23/2017,"1.275,55 (-1.348,94)","556.012 (-807.726,44)"
12/24/2017,"1.275,55 (-1.348,94)","556.012 (-807.726,44)"
12/25/2017,"1.274,98 (-1.349,51)","555.764 (-807.974,90)"
12/26/2017,"1.282,97 (-1.341,52)","559.246 (-804.492,06)"
12/27/2017,"1.286,92 (-1.337,57)","561.134 (-802.604,75)"
12/28/2017,"1.294,46 (-1.330,03)","564.338 (-799.400,34)"
12/29/2017,"1.303,38 (-1.321,11)","567.724 (-796.014,39)"
12/30/2017,"1.302,76 (-1.321,73)","567.454 (-796.284,45)"
12/31/2017,"1.302,76 (-1.321,73)","567.454 (-796.284,45)"
1/1/2018,"1.302,86 (-1.321,63)","567.498 (-796.240,89)"
1/2/2018,"1.312,71 (-1.311,78)","571.535 (-792.203,67)"
1/3/2018,"1.316,77 (-1.307,72)","571.440 (-792.298,75)"
1/4/2018,"1.319,04 (-1.305,45)","571.407 (-792.331,44)"
1/5/2018,"1.320,29 (-1.304,20)","569.020 (-794.718,87)"
1/6/2018,"1.319,63 (-1.304,86)","568.735 (-795.003,32)"
1/7/2018,"1.319,63 (-1.304,86)","568.735 (-795.003,32)"
1/8/2018,"1.317,74 (-1.306,75)","567.582 (-796.156,80)"
1/9/2018,"1.311,74 (-1.312,75)","566.305 (-797.433,77)"
1/10/2018,"1.317,43 (-1.307,06)","569.651 (-794.087,80)"
1/11/2018,"1.322,11 (-1.302,38)","570.739 (-792.999,34)"
1/12/2018,"1.331,10 (-1.293,39)","571.838 (-791.900,19)"
1/13/2018,"1.337,73 (-1.286,76)","574.687 (-789.051,95)"
1/14/2018,"1.337,73 (-1.286,76)","574.687 (-789.051,95)"
1/15/2018,"1.340,91 (-1.283,58)","574.673 (-789.065,39)"
1/16/2018,"1.334,71 (-1.289,78)","572.145 (-791.593,79)"
1/17/2018,"1.332,79 (-1.291,70)","570.893 (-792.845,33)"
1/18/2018,"1.330,76 (-1.293,73)","571.821 (-791.917,90)"
1/19/2018,"1.333,92 (-1.290,57)","571.720 (-792.018,21)"
1/20/2018,"1.331,62 (-1.292,87)","570.734 (-793.003,99)"
1/21/2018,"1.331,62 (-1.292,87)","570.734 (-793.003,99)"
1/22/2018,"1.332,85 (-1.291,64)","571.390 (-792.348,25)"
1/23/2018,"1.338,64 (-1.285,85)","573.184 (-790.554,70)"
1/24/2018,"1.352,37 (-1.272,12)","579.193 (-784.545,30)"
1/25/2018,"1.360,28 (-1.264,21)","581.225 (-782.513,36)"
1/26/2018,"1.352,15 (-1.272,34)","578.316 (-785.422,03)"
1/27/2018,"1.350,32 (-1.274,17)","577.534 (-786.204,73)"
1/28/2018,"1.350,32 (-1.274,17)","577.534 (-786.204,73)"
1/29/2018,"1.338,24 (-1.286,25)","573.400 (-790.338,75)"
1/30/2018,"1.339,56 (-1.284,93)","577.023 (-786.715,35)"
1/31/2018,"1.341,70 (-1.282,79)","578.592 (-785.146,48)"
2/1/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/2/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/3/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/4/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/5/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/6/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/7/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/8/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/9/2018,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/10/2018,"1.290,55 (-1.333,94)","559.771 (-803.967,91)"
2/11/2018,"1.285,58 (-1.338,91)","558.359 (-805.379,65)"
2/12/2018,"1.293,31 (-1.331,18)","562.215 (-801.523,35)"
2/13/2018,"1.300,55 (-1.323,94)","564.819 (-798.919,62)"
2/14/2018,"1.303,82 (-1.320,67)","566.239 (-797.499,49)"
2/15/2018,"1.303,82 (-1.320,67)","566.239 (-797.499,49)"
2/16/2018,"1.303,55 (-1.320,94)","565.074 (-798.664,50)"
2/17/2018,"1.285,60 (-1.338,89)","557.582 (-806.156,29)"
2/18/2018,"1.281,83 (-1.342,66)","556.936 (-806.802,31)"
2/19/2018,"1.287,60 (-1.336,89)","559.733 (-804.005,54)"
2/20/2018,"1.279,73 (-1.344,76)","556.147 (-807.591,29)"
2/21/2018,"1.280,70 (-1.343,79)","556.569 (-807.169,75)"
2/22/2018,"1.280,70 (-1.343,79)","556.569 (-807.169,75)"
2/23/2018,"1.281,74 (-1.342,75)","557.762 (-805.976,02)"
2/24/2018,"1.276,13 (-1.348,36)","555.075 (-808.663,44)"
2/25/2018,"1.278,57 (-1.345,92)","557.822 (-805.916,74)"
2/26/2018,"1.269,97 (-1.354,52)","553.661 (-810.077,10)"
2/27/2018,"1.270,84 (-1.353,65)","556.901 (-806.837,72)"
2/28/2018,"1.273,86 (-1.350,63)","558.224 (-805.514,31)"
3/1/2018,"1.312,06 (-1.312,43)","581.840 (-781.898,56)"
3/2/2018,"1.319,85 (-1.304,64)","583.300 (-780.438,45)"
3/3/2018,"1.322,50 (-1.301,99)","584.471 (-779.267,30)"
3/4/2018,"1.322,50 (-1.301,99)","584.471 (-779.267,30)"
3/5/2018,"1.320,92 (-1.303,57)","583.518 (-780.220,38)"
3/6/2018,"1.337,06 (-1.287,43)","591.078 (-772.660,64)"
3/7/2018,"1.324,07 (-1.300,42)","585.889 (-777.849,76)"
3/8/2018,"1.320,25 (-1.304,24)","584.665 (-779.073,16)"
3/9/2018,"1.322,91 (-1.301,58)","586.694 (-777.044,54)"
3/10/2018,"1.323,45 (-1.301,04)","586.933 (-776.805,06)"
3/11/2018,"1.323,45 (-1.301,04)","586.933 (-776.805,06)"
3/12/2018,"1.318,61 (-1.305,88)","583.685 (-780.053,79)"
3/13/2018,"1.327,10 (-1.297,39)","586.973 (-776.765,02)"
3/14/2018,"1.324,25 (-1.300,24)","584.947 (-778.791,93)"
3/15/2018,"1.315,91 (-1.308,58)","581.643 (-782.095,10)"
3/16/2018,"1.313,77 (-1.310,72)","581.416 (-782.322,94)"
3/17/2018,"1.313,95 (-1.310,54)","581.495 (-782.243,28)"
3/18/2018,"1.313,95 (-1.310,54)","581.495 (-782.243,28)"
3/19/2018,"1.318,45 (-1.306,04)","583.487 (-780.251,78)"
3/20/2018,"1.311,22 (-1.313,27)","580.118 (-783.620,08)"
3/21/2018,"1.324,71 (-1.299,78)","586.002 (-777.736,93)"
3/22/2018,"1.326,64 (-1.297,85)","585.917 (-777.821,52)"
3/23/2018,"1.349,68 (-1.274,81)","597.959 (-765.779,89)"
3/24/2018,"1.347,16 (-1.277,33)","596.842 (-766.896,34)"
3/25/2018,"1.347,16 (-1.277,33)","596.842 (-766.896,34)"
3/26/2018,"1.354,64 (-1.269,85)","599.982 (-763.756,63)"
3/27/2018,"1.344,94 (-1.279,55)","592.745 (-770.993,22)"
3/28/2018,"1.328,14 (-1.296,35)","586.921 (-776.817,44)"
3/29/2018,"1.322,67 (-1.301,82)","584.972 (-778.766,92)"
3/30/2018,"1.325,50 (-1.298,99)","586.223 (-777.515,31)"
3/31/2018,"1.325,50 (-1.298,99)","586.223 (-777.515,31)"
4/1/2018,"1.325,50 (-1.298,99)","586.223 (-777.515,31)"
4/2/2018,"1.338,61 (-1.285,88)","591.763 (-771.975,43)"
4/3/2018,"1.333,40 (-1.291,09)","590.103 (-773.635,58)"
4/4/2018,"1.336,45 (-1.288,04)","591.238 (-772.500,63)"
4/5/2018,"1.325,56 (-1.298,93)","586.718 (-777.019,98)"
4/6/2018,"1.331,43 (-1.293,06)","589.488 (-774.250,58)"
4/7/2018,"1.333,22 (-1.291,27)","590.280 (-773.458,06)"
4/8/2018,"1.333,22 (-1.291,27)","590.280 (-773.458,06)"
4/9/2018,"1.336,23 (-1.288,26)","591.613 (-772.125,39)"
4/10/2018,"1.340,13 (-1.284,36)","593.340 (-770.398,67)"
4/11/2018,"1.359,23 (-1.265,26)","600.747 (-762.990,99)"
4/12/2018,"1.337,45 (-1.287,04)","591.809 (-771.929,24)"
4/13/2018,"1.346,55 (-1.277,94)","595.403 (-768.335,50)"
4/14/2018,"1.345,26 (-1.279,23)","594.833 (-768.905,89)"
4/15/2018,"1.345,26 (-1.279,23)","594.833 (-768.905,89)"
4/16/2018,"1.348,88 (-1.275,61)","596.997 (-766.741,46)"
4/17/2018,"1.345,45 (-1.279,04)","595.652 (-768.086,51)"
4/18/2018,"1.351,73 (-1.272,76)","598.432 (-765.306,25)"
4/19/2018,"1.345,62 (-1.278,87)","596.073 (-767.665,15)"
4/20/2018,"1.337,23 (-1.287,26)","593.475 (-770.263,87)"
4/21/2018,"1.335,80 (-1.288,69)","592.840 (-770.898,52)"
4/22/2018,"1.335,80 (-1.288,69)","592.840 (-770.898,52)"
4/23/2018,"1.323,49 (-1.301,00)","591.206 (-772.532,20)"
4/24/2018,"1.331,33 (-1.293,16)","594.965 (-768.773,23)"
4/25/2018,"1.322,09 (-1.302,40)","590.326 (-773.412,62)"
4/26/2018,"1.317,45 (-1.307,04)","590.033 (-773.705,43)"
4/27/2018,"1.322,23 (-1.302,26)","590.006 (-773.732,70)"
4/28/2018,"1.323,70 (-1.300,79)","590.662 (-773.076,76)"
4/29/2018,"1.323,70 (-1.300,79)","590.662 (-773.076,76)"
4/30/2018,"1.316,56 (-1.307,93)","587.391 (-776.347,43)"
5/1/2018,"1.306,95 (-1.317,54)","583.103 (-780.634,99)"
5/2/2018,"1.305,47 (-1.319,02)","584.919 (-778.818,96)"
5/3/2018,"1.312,39 (-1.312,10)","589.244 (-774.494,80)"
5/4/2018,"1.312,84 (-1.311,65)","588.517 (-775.221,35)"
5/5/2018,"1.314,83 (-1.309,66)","589.409 (-774.329,28)"
5/6/2018,"1.314,83 (-1.309,66)","589.409 (-774.329,28)"
5/7/2018,"1.314,17 (-1.310,32)","589.663 (-774.075,87)"
5/8/2018,"1.313,22 (-1.311,27)","592.614 (-771.124,45)"
5/9/2018,"1.312,27 (-1.312,22)","593.789 (-769.949,92)"
5/10/2018,"1.319,51 (-1.304,98)","597.065 (-766.673,89)"
5/11/2018,"1.321,25 (-1.303,24)","596.747 (-766.991,02)"
5/12/2018,"1.318,45 (-1.306,04)","595.483 (-768.255,65)"
5/13/2018,"1.318,45 (-1.306,04)","595.483 (-768.255,65)"
5/14/2018,"1.319,20 (-1.305,29)","592.768 (-770.970,67)"
5/15/2018,"1.292,12 (-1.332,37)","582.428 (-781.310,89)"
5/16/2018,"1.290,99 (-1.333,50)","584.990 (-778.748,77)"
5/17/2018,"1.291,59 (-1.332,90)","584.431 (-779.307,40)"
5/18/2018,"1.292,31 (-1.332,18)","586.128 (-777.610,50)"
5/19/2018,"1.293,29 (-1.331,20)","586.572 (-777.166,02)"
5/20/2018,"1.293,29 (-1.331,20)","586.572 (-777.166,02)"
5/21/2018,"1.289,44 (-1.335,05)","587.687 (-776.051,70)"
5/22/2018,"1.294,21 (-1.330,28)","589.944 (-773.794,46)"
5/23/2018,"1.291,32 (-1.333,17)","589.208 (-774.530,58)"
5/24/2018,"1.305,08 (-1.319,41)","596.032 (-767.706,65)"
5/25/2018,"1.304,50 (-1.319,99)","594.131 (-769.607,22)"
5/26/2018,"1.301,54 (-1.322,95)","592.783 (-770.955,35)"
5/27/2018,"1.301,54 (-1.322,95)","592.783 (-770.955,35)"
5/28/2018,"1.298,17 (-1.326,32)","587.033 (-776.705,66)"
5/29/2018,"1.301,68 (-1.322,81)","588.620 (-775.118,43)"
5/30/2018,"1.301,46 (-1.323,03)","587.140 (-776.598,73)"
5/31/2018,"1.301,94 (-1.322,55)","583.966 (-779.772,71)"
6/1/2018,"1.296,19 (-1.328,30)","581.387 (-782.351,79)"
6/2/2018,"1.293,08 (-1.331,41)","579.992 (-783.746,73)"
6/3/2018,"1.293,08 (-1.331,41)","579.992 (-783.746,73)"
6/4/2018,"1.293,90 (-1.330,59)","577.073 (-786.665,32)"
6/5/2018,"1.298,48 (-1.326,01)","579.742 (-783.996,46)"
6/6/2018,"1.299,44 (-1.325,05)","579.669 (-784.069,18)"
6/7/2018,"1.297,67 (-1.326,82)","578.588 (-785.150,80)"
6/8/2018,"1.298,43 (-1.326,06)","580.346 (-783.392,60)"
6/9/2018,"1.298,72 (-1.325,77)","580.475 (-783.262,98)"
6/10/2018,"1.298,72 (-1.325,77)","580.475 (-783.262,98)"
6/11/2018,"1.300,46 (-1.324,03)","581.253 (-782.485,27)"
6/12/2018,"1.297,10 (-1.327,39)","579.751 (-783.987,06)"
6/13/2018,"1.298,10 (-1.326,39)","580.198 (-783.540,10)"
6/14/2018,"1.303,85 (-1.320,64)","582.768 (-780.970,08)"
6/15/2018,"1.277,57 (-1.346,92)","571.022 (-792.716,18)"
6/16/2018,"1.280,09 (-1.344,40)","572.149 (-791.589,84)"
6/17/2018,"1.280,09 (-1.344,40)","572.149 (-791.589,84)"
6/18/2018,"1.278,27 (-1.346,22)","571.335 (-792.403,31)"
6/19/2018,"1.275,73 (-1.348,76)","570.200 (-793.538,58)"
6/20/2018,"1.272,67 (-1.351,82)","568.832 (-794.906,28)"
6/21/2018,"1.268,90 (-1.355,59)","574.817 (-788.921,66)"
6/22/2018,"1.269,24 (-1.355,25)","575.461 (-788.277,95)"
6/23/2018,"1.269,42 (-1.355,07)","575.542 (-788.196,34)"
6/24/2018,"1.269,42 (-1.355,07)","575.542 (-788.196,34)"
6/25/2018,"1.266,30 (-1.358,19)","574.250 (-789.488,78)"
6/26/2018,"1.259,96 (-1.364,53)","573.724 (-790.014,38)"
6/27/2018,"1.254,16 (-1.370,33)","571.083 (-792.655,42)"
6/28/2018,"1.250,26 (-1.374,23)","573.648 (-790.090,03)"
6/29/2018,"1.253,69 (-1.370,80)","580.583 (-783.155,43)"
6/30/2018,"1.252,87 (-1.371,62)","580.203 (-783.535,17)"
7/1/2018,"1.252,87 (-1.371,62)","580.203 (-783.535,17)"
7/2/2018,"1.242,43 (-1.382,06)","572.453 (-791.285,91)"
7/3/2018,"1.253,19 (-1.371,30)","580.916 (-782.822,90)"
7/4/2018,"1.257,82 (-1.366,67)","580.029 (-783.709,66)"
7/5/2018,"1.257,53 (-1.366,96)","581.674 (-782.064,44)"
7/6/2018,"1.255,54 (-1.368,95)","581.642 (-782.096,86)"
7/7/2018,"1.254,99 (-1.369,50)","581.387 (-782.351,65)"
7/8/2018,"1.254,99 (-1.369,50)","581.387 (-782.351,65)"
7/9/2018,"1.259,39 (-1.365,10)","580.307 (-783.431,06)"
7/10/2018,"1.255,04 (-1.369,45)","578.061 (-785.677,58)"
7/11/2018,"1.246,20 (-1.378,29)","576.594 (-787.144,90)"
7/12/2018,"1.247,14 (-1.377,35)","578.793 (-784.945,74)"
7/13/2018,"1.241,98 (-1.382,51)","573.323 (-790.415,13)"
7/14/2018,"1.241,51 (-1.382,98)","573.106 (-790.632,09)"
7/15/2018,"1.241,51 (-1.382,98)","573.106 (-790.632,09)"
7/16/2018,"1.239,00 (-1.385,49)","573.461 (-790.277,03)"
7/17/2018,"1.228,29 (-1.396,20)","568.307 (-795.431,53)"
7/18/2018,"1.226,55 (-1.397,94)","568.093 (-795.645,07)"
7/19/2018,"1.217,33 (-1.407,16)","564.293 (-799.445,79)"
7/20/2018,"1.229,81 (-1.394,68)","574.111 (-789.627,68)"
7/21/2018,"1.231,85 (-1.392,64)","575.063 (-788.675,35)"
7/22/2018,"1.231,85 (-1.392,64)","575.063 (-788.675,35)"
7/23/2018,"1.223,86 (-1.400,63)","568.736 (-795.002,28)"
7/24/2018,"1.225,23 (-1.399,26)","572.800 (-790.938,52)"
7/25/2018,"1.229,15 (-1.395,34)","573.605 (-790.133,38)"
7/26/2018,"1.227,14 (-1.397,35)","569.826 (-793.912,03)"
7/27/2018,"1.226,42 (-1.398,07)","571.069 (-792.669,15)"
7/28/2018,"1.222,86 (-1.401,63)","569.412 (-794.326,83)"
7/29/2018,"1.222,86 (-1.401,63)","569.412 (-794.326,83)"
7/30/2018,"1.223,22 (-1.401,27)","566.669 (-797.069,43)"
7/31/2018,"1.226,63 (-1.397,86)","568.406 (-795.331,96)"
8/1/2018,"1.218,32 (-1.406,17)","565.692 (-798.046,79)"
8/2/2018,"1.213,91 (-1.410,58)","563.800 (-799.938,34)"
8/3/2018,"1.215,91 (-1.408,58)","566.957 (-796.781,17)"
8/4/2018,"1.213,50 (-1.410,99)","565.834 (-797.904,91)"
8/5/2018,"1.213,50 (-1.410,99)","565.834 (-797.904,91)"
8/6/2018,"1.209,76 (-1.414,73)","563.234 (-800.504,49)"
8/7/2018,"1.211,69 (-1.412,80)","564.288 (-799.450,10)"
8/8/2018,"1.209,59 (-1.414,90)","561.521 (-802.216,99)"
8/9/2018,"1.213,14 (-1.411,35)","562.506 (-801.232,05)"
8/10/2018,"1.211,05 (-1.413,44)","562.121 (-801.617,09)"
8/11/2018,"1.211,26 (-1.413,23)","562.219 (-801.519,62)"
8/12/2018,"1.211,26 (-1.413,23)","562.219 (-801.519,62)"
8/13/2018,"1.192,59 (-1.431,90)","559.151 (-804.587,46)"
8/14/2018,"1.193,94 (-1.430,55)","561.396 (-802.342,29)"
8/15/2018,"1.177,44 (-1.447,05)","553.486 (-810.252,09)"
8/16/2018,"1.177,10 (-1.447,39)","553.251 (-810.487,61)"
8/17/2018,"1.177,86 (-1.446,63)","553.608 (-810.130,40)"
8/18/2018,"1.184,68 (-1.439,81)","556.814 (-806.924,92)"
8/19/2018,"1.184,68 (-1.439,81)","556.814 (-806.924,92)"
8/20/2018,"1.189,85 (-1.434,64)","557.675 (-806.063,39)"
8/21/2018,"1.192,19 (-1.432,30)","558.389 (-805.349,95)"
8/22/2018,"1.195,42 (-1.429,07)","559.901 (-803.837,11)"
8/23/2018,"1.188,16 (-1.436,33)","558.487 (-805.251,08)"
8/24/2018,"1.205,58 (-1.418,91)","568.032 (-795.706,30)"
