time,open,high,low,close,Volume
2/15/1999,78462.12871,78462.12871,78462.12871,78462.12871,0
2/16/1999,79577.92037,79577.92037,79577.92037,79577.92037,0
2/17/1999,80403.08857,80403.08857,80403.08857,80403.08857,0
2/18/1999,81112.08005,81112.08005,81112.08005,81112.08005,0
2/22/1999,80563.98377,80563.98377,80563.98377,80563.98377,0
2/23/1999,80173.04998,80173.04998,80173.04998,80173.04998,0
2/24/1999,80935.48564,80935.48564,80935.48564,80935.48564,0
2/25/1999,80571.6485,80571.6485,80571.6485,80571.6485,0
3/1/1999,80275.51119,80275.51119,80275.51119,80275.51119,0
3/2/1999,81632.83534,81632.83534,81632.83534,81632.83534,0
3/3/1999,81586.65883,81586.65883,81586.65883,81586.65883,0
3/4/1999,81400.44974,81400.44974,81400.44974,81400.44974,0
3/8/1999,82941.69223,82941.69223,82941.69223,82941.69223,0
3/9/1999,84694.71169,84694.71169,84694.71169,84694.71169,0
3/10/1999,83681.48091,83681.48091,83681.48091,83681.48091,0
3/11/1999,83112.41269,83112.41269,83112.41269,83112.41269,0
3/15/1999,79326.18002,79326.18002,79326.18002,79326.18002,0
3/16/1999,79354.15117,79354.15117,79354.15117,79354.15117,0
3/17/1999,79158.35313,79158.35313,79158.35313,79158.35313,0
3/18/1999,79438.06462,79438.06462,79438.06462,79438.06462,0
3/22/1999,79549.94922,79787.70399,79074.43968,79521.97807,0
3/23/1999,79507.9925,79675.81939,79382.12232,79382.12232,0
3/24/1999,79596.20611,79638.2834,79189.45897,79413.87118,0
3/25/1999,79214.29543,79326.18002,78095.44945,78179.36289,0
3/29/1999,78010.4911,78122.05419,77815.25569,77815.25569,0
3/30/1999,77142.50132,77750.79344,77087.20203,77363.69845,0
3/31/1999,78291.24749,78542.98784,78291.24749,78375.16094,0
4/5/1999,77829.72352,78459.07439,77829.72352,78235.30519,0
4/6/1999,78291.24749,78682.84358,78291.24749,78403.13209,0
4/7/1999,78487.04554,78487.04554,78487.04554,78487.04554,0
4/8/1999,76964.48263,76964.48263,76964.48263,76964.48263,0
4/12/1999,79126.122,79126.122,79126.122,79126.122,0
4/13/1999,78654.87244,78654.87244,78654.87244,78654.87244,0
4/14/1999,79242.26658,79242.26658,79242.26658,79242.26658,0
4/15/1999,79326.18002,79326.18002,79326.18002,79326.18002,0
4/19/1999,79494.00692,79494.00692,79494.00692,79494.00692,0
4/20/1999,79326.18002,79326.18002,79326.18002,79326.18002,0
4/21/1999,78786.85125,78786.85125,78786.85125,78786.85125,0
4/22/1999,77876.0206,77876.0206,77876.0206,77876.0206,0
4/26/1999,77518.66505,77518.66505,77518.66505,77518.66505,0
4/27/1999,77711.08727,77711.08727,77711.08727,77711.08727,0
4/28/1999,74658.05238,74658.05238,74658.05238,74658.05238,0
4/29/1999,75018.78375,75018.78375,75018.78375,75018.78375,0
5/3/1999,72017.59194,72030.2111,71954.4961,71954.4961,0
5/4/1999,73818.11412,73818.11412,73818.11412,73818.11412,0
5/5/1999,75153.78474,75153.78474,75153.78474,75153.78474,0
5/6/1999,69935.91147,69935.91147,69935.91147,69935.91147,0
5/10/1999,69243.86665,69243.86665,69243.86665,69243.86665,0
5/11/1999,69044.53202,69044.53202,69044.53202,69044.53202,0
5/12/1999,69119.28251,69119.28251,69119.28251,69119.28251,0
5/13/1999,68695.69642,68695.69642,68695.69642,68695.69642,0
5/17/1999,69491.90966,69491.90966,69491.90966,69491.90966,0
5/18/1999,68925.89577,68925.89577,68925.89577,68925.89577,0
5/19/1999,69203.51747,69203.51747,69203.51747,69203.51747,0
5/20/1999,68824.94243,68824.94243,68824.94243,68824.94243,0
5/24/1999,70417.85116,70417.85116,70417.85116,70417.85116,0
5/25/1999,70079.3038,70079.3038,70079.3038,70079.3038,0
5/26/1999,70556.93529,70556.93529,70556.93529,70556.93529,0
5/27/1999,70096.66521,70096.66521,70096.66521,70096.66521,0
5/31/1999,69550.61693,69550.61693,69550.61693,69550.61693,0
6/1/1999,68978.39794,68978.39794,68978.39794,68978.39794,0
6/2/1999,68939.38301,69368.54725,68601.25361,69108.44771,0
6/3/1999,69673.40063,69896.12492,69411.37204,69437.5749,0
6/7/1999,64678.29989,64812.69001,63920.8283,64018.56657,0
6/8/1999,65237.88363,65287.58869,64094.66738,64442.60276,0
6/9/1999,63995.25728,64740.83309,63995.25728,64169.22497,0
6/10/1999,64036.00835,64630.53995,64036.00835,64506.6792,0
6/14/1999,62192.16303,62395.75763,62084.37765,62084.37765,0
6/15/1999,60172.93539,60324.44579,60161.28075,60161.28075,0
6/16/1999,60161.28075,60324.44579,60161.28075,60184.59004,0
6/17/1999,60312.79114,61280.12673,60207.89933,60440.99224,0
6/21/1999,55758.87902,55834.27252,55597.32152,55597.32152,0
6/22/1999,55150.34576,55674.1618,55150.34576,55610.02106,0
6/23/1999,56071.22352,56329.71553,56071.22352,56071.22352,0
6/24/1999,56377.7407,56485.84759,56020.98798,56042.60936,0
6/28/1999,55353.76515,55725.8377,55353.76515,55385.65708,0
6/29/1999,56135.84652,56308.17453,56135.84652,56275.86303,0
6/30/1999,57165.79569,57503.66789,57165.79569,57416.47506,0
7/1/1999,57457.49941,57512.07531,57413.8387,57435.66906,0
7/5/1999,56159.60593,56439.22097,55062.6546,55191.7077,0
7/6/1999,55983.95032,56453.303,55896.62889,56125.84764,0
7/7/1999,55216.47985,55550.86369,55216.47985,55335.13218,0
7/8/1999,54765.50133,55321.38774,54765.50133,54925.85318,0
7/12/1999,54011.05191,54467.96224,54011.05191,54319.20074,0
7/13/1999,55069.56701,55231.12452,54714.14051,54714.14051,0
7/14/1999,54518.59967,54604.50646,54357.52443,54507.86132,0
7/15/1999,54305.82603,54797.5717,54220.30504,54241.68529,0
7/19/1999,54027.88282,54198.9248,54027.88282,54134.78406,0
7/20/1999,54890.58381,54890.58381,54890.58381,54890.58381,0
7/21/1999,54605.14948,54925.85318,54605.14948,54669.29022,0
7/22/1999,56763.0674,56941.18254,56662.87764,56662.87764,0
7/26/1999,57200.61495,57380.91634,57155.5396,57155.5396,0
7/27/1999,55521.79942,55828.54969,55521.79942,55609.44235,0
7/28/1999,55492.76729,56082.18693,55449.10658,56016.69586,0
7/29/1999,56588.33613,56698.77395,56411.63563,56477.89832,0
8/2/1999,56138.82851,56701.65144,56138.82851,56480.93656,0
8/3/1999,57063.63669,57453.26355,56729.67081,56974.57912,0
8/4/1999,57516.84969,57696.37946,57269.99626,57269.99626,0
8/5/1999,57516.14238,57741.51911,57448.52936,57673.90609,0
8/9/1999,60890.70081,60937.99456,60725.17269,60843.40706,0
8/10/1999,66465.99392,67305.04803,66414.35982,66788.70704,0
8/11/1999,67045.63973,67537.3854,67045.63973,67343.27527,0
8/12/1999,66215.42708,66317.02344,66012.23436,66139.22981,0
8/16/1999,63721.69461,64274.72764,63721.69461,64200.9899,0
8/17/1999,61350.69762,61421.10775,60787.41654,60881.29672,0
8/18/1999,62346.40624,62406.52813,61973.65048,62166.04055,0
8/19/1999,60576.18613,60763.94649,60341.48568,60341.48568,0
8/23/1999,62910.0249,62922.38686,62452.63231,62452.63231,0
8/24/1999,61006.04161,61126.60691,60789.02407,60789.02407,0
8/25/1999,59851.99057,60219.76296,59851.99057,59958.7632,0
8/26/1999,61281.9754,61693.26382,61281.9754,61330.36227,0
8/30/1999,62942.32033,63400.30771,62942.32033,63251.77126,0
8/31/1999,62808.02666,62808.02666,62292.20008,62316.76325,0
9/1/1999,63904.28674,64319.65831,63879.1127,64244.13621,0
9/2/1999,64420.85278,64610.1403,64080.13525,64105.37358,0
9/6/1999,67108.57482,67569.93803,67108.57482,67411.75636,0
9/7/1999,71194.6132,71278.04439,70860.88845,71250.23399,0
9/8/1999,70371.55409,70701.42075,70371.55409,70646.44297,0
9/9/1999,67249.63622,67341.34623,67105.5205,67157.92622,0
9/13/1999,65110.56667,65326.45894,65047.06895,65275.66076,0
9/14/1999,65262.96121,65377.25712,65097.86713,65148.66531,0
9/15/1999,66802.24251,66854.39102,66684.90836,66697.94548,0
9/16/1999,67573.15311,67599.54887,67203.61243,67203.61243,0
9/20/1999,67517.77345,69175.54632,67517.77345,69175.54632,0
9/21/1999,69056.18667,70289.56969,69056.18667,70103.89912,0
9/22/1999,74664.32177,75371.6382,74338.95622,75230.17491,0
9/23/1999,73120.44292,74522.37623,73010.48737,73807.66513,0
9/27/1999,75302.67484,86814.24965,75302.67484,81933.76632,0
9/28/1999,82036.24683,85649.58886,79895.00711,80965.62697,0
9/29/1999,79473.75195,81340.58505,79473.75195,80407.1685,0
9/30/1999,75976.63487,79414.43382,75976.63487,78545.39914,0
10/4/1999,80667.83068,84795.02202,80667.83068,81543.29551,0
10/5/1999,78971.8788,80878.09656,78352.97693,80209.68254,0
10/6/1999,81727.19778,81727.19778,78861.76249,80431.52269,0
10/7/1999,80542.76427,81293.1627,79667.29944,80092.52522,0
10/11/1999,79872.0997,81125.97882,79295.31531,79295.31531,0
10/12/1999,82873.57283,84480.10545,82873.57283,83670.30852,0
10/13/1999,84440.92173,84506.22793,81632.75496,81737.24489,0
10/14/1999,79702.34376,80324.62146,79702.34376,79854.7383,0
10/18/1999,71876.20903,72860.02187,70950.26753,71204.90144,0
10/19/1999,72961.29673,74978.11306,72439.2972,72439.2972,0
10/20/1999,67883.08631,67949.63835,67062.27775,67372.85396,0
10/21/1999,66675.42389,68272.11034,66378.10986,66488.22617,0
10/25/1999,65280.08149,65554.36754,63327.16476,63327.16476,0
10/26/1999,62728.19635,64260.82244,62728.19635,64041.87586,0
10/27/1999,66140.51584,67146.03044,65079.13932,66676.79029,0
10/28/1999,65368.89792,65740.56055,65150.27285,65193.99786,0
11/1/1999,61978.28019,62825.97481,61978.28019,62321.65016,0
11/2/1999,63315.95219,63784.95924,63315.95219,63545.00215,0
11/3/1999,63477.63026,63477.63026,63260.61272,63325.71798,0
11/4/1999,64666.40411,64888.24426,64111.80373,64222.72381,0
11/8/1999,64228.02868,64537.02951,62241.5948,64360.45761,0
11/9/1999,65284.66297,66851.04734,65284.66297,66638.4666,0
11/10/1999,65775.60487,66330.20525,64932.61229,65110.08441,0
11/11/1999,66336.79615,66393.30109,65726.54283,65726.54283,0
11/15/1999,64610.94407,65420.66063,64610.94407,65287.55653,0
11/16/1999,66525.52103,67178.30979,66525.52103,66774.85007,0
11/17/1999,65805.34431,65827.68908,65537.20708,65537.20708,0
11/18/1999,65795.37758,66199.0302,65795.37758,66042.05418,0
11/22/1999,66727.49202,67542.89926,66727.49202,67452.29845,0
11/23/1999,67860.35573,68247.86868,67746.38133,68019.91988,0
11/25/1999,68967.73997,69002.41455,68567.82648,68567.82648,0
11/29/1999,67795.17813,68257.02039,67690.21398,67690.21398,0
11/30/1999,67947.03414,68309.32483,67526.30947,67596.43025,0
12/1/1999,67491.77957,67830.23048,66336.37819,66406.40252,0
12/2/1999,67229.62238,67276.88398,66000.82085,66000.82085,0
12/6/1999,64260.34018,65602.95536,64260.34018,65510.36121,0
12/7/1999,65142.87817,65981.41948,64934.97537,65073.57724,0
12/8/1999,65093.68753,65221.00449,64352.93433,64352.93433,0
12/9/1999,64214.04311,65139.98461,64214.04311,64514.97409,0
12/13/1999,64792.75654,65093.68753,64653.86532,64746.45947,0
12/14/1999,63386.24176,64281.55967,63386.24176,64032.23063,0
12/15/1999,63690.62895,63690.62895,63015.46327,63398.05716,0
12/16/1999,65105.2618,66119.16775,65105.2618,65579.80682,0
12/20/1999,64714.66238,65444.09852,64441.12383,65364.31644,0
12/21/1999,65163.36463,65872.05711,64918.048,65099.76402,0
12/22/1999,64927.54855,65165.54445,64802.88403,64984.21424,0
12/27/1999,65627.71143,66335.34937,65627.71143,66038.59797,0
12/28/1999,66198.38718,66472.31155,66198.38718,66244.04124,0
12/29/1999,65754.86764,65936.19785,65233.54328,65233.54328,0
12/30/1999,65818.33321,65845.53274,65165.54445,65165.54445,0
1/3/2000,64650.83672,64771.64958,63928.23904,64327.14943,0
1/4/2000,64833.98988,65260.45346,64545.83881,64684.15132,0
1/5/2000,65033.42096,65253.6375,64813.20442,65184.09543,0
1/6/2000,64116.56204,64600.49508,64109.71393,64258.08963,0
1/10/2000,65163.13315,65672.40097,65012.66765,65487.21267,0
1/11/2000,65394.61852,65521.93548,65186.28168,65348.32145,0
1/12/2000,65077.48356,65880.73781,65077.48356,65718.69805,0
1/13/2000,65285.30598,65469.20825,65124.3915,65239.33041,0
1/17/2000,66558.12189,67363.40164,66558.12189,67340.0602,0
1/18/2000,67532.71551,68144.19056,67520.95637,68132.43142,0
1/19/2000,67387.16104,67480.3982,67072.48561,67158.72998,0
1/20/2000,67304.26034,67689.92462,67210.76597,67479.56228,0
1/24/2000,67359.02914,68203.95076,67030.44851,67030.44851,0
1/25/2000,68248.02943,68701.90152,68104.7014,68271.91743,0
1/26/2000,68052.40821,68362.11635,68052.40821,68326.3808,0
1/27/2000,68383.83418,68922.76107,67329.93271,67725.14576,0
1/31/2000,67856.88345,68024.54959,67641.31269,67641.31269,0
2/1/2000,69507.34202,70741.93069,69507.34202,70297.47877,0
2/2/2000,69723.78085,70483.24578,69552.28877,70213.75823,0
2/3/2000,69556.13078,76160.93902,69229.51938,74951.26718,0
2/7/2000,72190.32182,72728.16362,70899.5015,71258.0627,0
2/8/2000,69851.19426,72291.91818,69549.00939,71292.38362,0
2/9/2000,72151.74093,74372.69842,72151.74093,74372.69842,0
2/10/2000,74215.56165,74427.37077,72709.36348,72991.77563,0
2/14/2000,71730.93588,71824.36595,70306.12732,70306.12732,0
2/15/2000,71343.79267,71935.3664,70633.90418,71343.79267,0
2/16/2000,71658.35557,73535.34831,71111.88933,71397.00215,0
2/17/2000,71783.45412,72750.91832,71783.45412,72679.2543,0
2/21/2000,72762.86232,73097.29438,72189.5502,72786.75032,0
2/22/2000,72762.86232,72977.85436,71568.46208,71568.46208,0
2/23/2000,71833.44854,72361.10659,71497.66614,71497.66614,0
2/24/2000,71569.49091,71569.49091,70152.51105,70152.51105,0
2/28/2000,69682.9494,70136.21062,69587.52598,69587.52598,0
2/29/2000,68931.03989,69415.47126,68694.7319,68694.7319,0
3/1/2000,69282.04567,70271.27591,68910.78492,68910.78492,0
3/2/2000,68802.99954,71437.75322,68802.99954,68982.64184,0
3/6/2000,68618.2935,70063.51779,68618.2935,69920.18976,0
3/7/2000,69682.16171,70111.85643,68751.15646,68751.15646,0
3/8/2000,68288.18571,69473.74449,68288.18571,68928.38745,0
3/9/2000,68694.7319,69179.16328,68174.85433,68174.85433,0
3/13/2000,69373.71709,69708.50924,68991.09748,68991.09748,0
3/14/2000,68920.82238,69494.36598,68920.82238,68944.72003,0
3/15/2000,68968.61768,69159.79888,68323.38113,68347.27878,0
3/16/2000,68341.76493,68903.51081,67744.16293,67911.49149,0
3/20/2000,68288.02496,69677.25872,68144.31112,69317.97412,0
3/21/2000,69294.02182,69581.44949,68264.07265,68862.88031,0
3/22/2000,68558.57349,69179.66161,67806.10134,68104.7014,0
3/23/2000,68244.20349,68292.0438,68052.84225,68052.84225,0
3/27/2000,67537.4497,67923.51587,67440.93316,67440.93316,0
3/28/2000,67935.17051,68129.61823,66987.2379,67060.1558,0
3/29/2000,67033.43853,68131.54727,67033.43853,67448.27961,0
3/30/2000,67311.24509,68077.38934,67007.21959,67712.55875,0
4/3/2000,68316.60697,70976.37393,68119.5872,69794.25528,0
4/4/2000,70245.36241,70356.76475,68512.43717,69564.57035,0
4/5/2000,70633.67913,70734.11806,70156.5942,70307.2526,0
4/6/2000,68842.30383,69088.25704,68793.11319,68793.11319,0
4/10/2000,68939.81704,69503.29103,68866.32044,68866.32044,0
4/11/2000,68661.13437,69174.26029,68429.00598,68832.17634,0
4/12/2000,68940.85873,69075.46104,68622.7078,68867.43928,0
4/13/2000,68664.79956,69836.88717,68567.12559,68884.56599,0
4/17/2000,69835.60114,70108.97894,69785.89609,69785.89609,0
4/18/2000,70282.43222,70457.63771,70132.25608,70132.25608,0
4/19/2000,71708.76794,71887.9119,71478.43999,71478.43999,0
4/24/2000,71534.5752,71534.5752,70896.78476,70896.78476,0
4/25/2000,71482.71604,72152.70545,70895.18687,70895.18687,0
4/26/2000,70182.45947,70718.20344,70182.45947,70616.15697,0
4/27/2000,70768.56758,70781.35554,69847.8345,69847.8345,0
5/1/2000,70547.48297,71166.32054,70547.48297,70831.11686,0
5/2/2000,70765.89103,71369.19176,70765.89103,71369.19176,0
5/3/2000,71056.36499,72053.19889,70724.08703,71490.88233,0
5/4/2000,71638.14883,72047.36353,71075.47861,71280.08596,0
5/8/2000,71554.58904,71917.153,71476.89676,71735.87102,0
5/9/2000,72136.63008,72605.38796,72084.54587,72266.8406,0
5/10/2000,74559.63894,74720.90709,74102.71253,74156.46858,0
5/11/2000,75847.98366,76205.75716,75847.98366,75930.54677,0
5/15/2000,75649.42065,76171.70952,75649.42065,75704.39842,0
5/16/2000,74771.51236,75179.50533,74091.52407,74472.31751,0
5/17/2000,73863.12517,73971.15168,73593.0589,73620.06552,0
5/18/2000,73107.61477,73710.92353,73107.61477,73469.60003,0
5/22/2000,74260.73345,74584.42717,73829.14183,73910.06526,0
5/23/2000,74851.76062,75166.03417,74605.80741,74605.80741,0
5/24/2000,74035.29241,74306.48396,73140.36031,73167.47946,0
5/25/2000,73557.82168,74403.0005,73557.82168,73966.77917,0
5/29/2000,75445.71352,76195.72613,75445.71352,75751.27421,0
5/30/2000,75372.92423,75538.82208,75096.42781,75096.42781,0
5/31/2000,74032.15772,74645.23227,74032.15772,74250.13978,0
6/1/2000,72663.58081,75438.83326,72663.58081,74958.5011,0
6/5/2000,78398.30948,79896.45389,78068.44282,79387.90946,0
6/6/2000,79721.63421,79721.63421,78507.87922,79114.75671,0
6/7/2000,79234.58255,79262.20004,78461.29279,78488.91028,0
6/8/2000,78671.65513,79239.13188,78436.35989,78436.35989,0
6/12/2000,78618.22058,80748.60943,78370.82059,78480.77614,0
6/13/2000,78090.14457,79661.51231,78090.14457,79661.51231,0
6/14/2000,79755.23174,80097.2353,78469.29833,79235.38632,0
6/15/2000,79828.35861,80504.98715,79731.69739,79814.54986,0
6/19/2000,79164.87973,79622.1598,79151.02276,79234.16459,0
6/20/2000,78962.91678,79363.60349,78962.91678,79004.36713,0
6/21/2000,79715.91137,80650.79078,79590.33056,79646.14425,0
6/22/2000,79594.29314,79901.44529,78966.02736,78993.95028,0
6/26/2000,79235.576,79850.02178,79179.7173,79724.33969,0
6/27/2000,79711.82823,81664.18231,79711.82823,81524.72845,0
6/28/2000,81693.6324,81693.6324,80604.01145,80715.76744,0
6/29/2000,81105.65954,81372.45448,80909.0738,81049.49219,0
7/4/2000,85818.31598,86207.85442,85039.23909,85039.23909,0
7/5/2000,84446.15426,85190.04216,84118.84359,84267.62117,0
7/6/2000,84449.723,84911.93017,84181.34464,84479.54281,0
7/10/2000,84826.85125,84916.55184,84408.24853,84408.24853,0
7/11/2000,85709.38925,85709.38925,84725.09414,84921.95316,0
7/12/2000,85823.4601,86129.5352,85624.51128,85624.51128,0
7/13/2000,85536.25748,85856.96117,85536.25748,85826.41796,0
7/17/2000,83933.04442,84021.92516,83666.40221,83666.40221,0
7/18/2000,80947.30104,81176.85737,79785.17212,80029.07572,0
7/19/2000,79939.40729,80512.6551,79681.44577,80183.03761,0
7/20/2000,80749.81508,81095.88572,80461.42289,80778.6543,0
7/24/2000,81403.27901,82030.58026,81213.62979,81344.9254,0
7/25/2000,79865.92676,80252.65201,79865.92676,80066.45096,0
7/26/2000,80138.06675,80352.91412,79636.75624,79636.75624,0
7/27/2000,79380.99705,79723.4025,79295.39568,79295.39568,0
7/31/2000,79425.01142,79740.47454,79425.01142,79468.02912,0
8/1/2000,78281.60227,78790.29138,78210.951,78366.38379,0
8/2/2000,76414.52,76731.93628,75434.66973,75545.0754,0
8/3/2000,75487.28443,75914.85721,75197.63836,75307.97972,0
8/7/2000,75297.56288,75682.85742,74994.83145,75063.63404,0
8/8/2000,74962.19844,75154.62066,74659.82067,74783.52066,0
8/9/2000,72997.34575,73279.39621,72983.91478,72983.91478,0
8/15/2000,73656.62092,74354.27926,73629.78791,74246.94721,0
8/16/2000,74229.64368,74523.88731,73761.52881,74202.89426,0
8/17/2000,74372.34798,74372.34798,73862.94834,74037.21664,0
8/21/2000,71412.98107,71568.84789,70932.39171,71049.29183,0
8/22/2000,70785.49495,70876.07968,70138.46118,70138.46118,0
8/23/2000,73362.21654,73849.49325,73362.21654,73822.42232,0
8/24/2000,72945.67146,73387.03691,72945.67146,73293.41394,0
8/28/2000,73930.64173,74241.21795,73660.57546,73660.57546,0
8/29/2000,73377.00588,73618.9081,73242.61576,73592.03007,0
8/30/2000,73063.85761,74291.37311,72957.11713,74051.20703,0
8/31/2000,73917.37955,73983.97179,73384.64168,73651.01062,0
9/4/2000,74024.59908,74024.59908,73569.96823,73610.08272,0
9/5/2000,73738.74036,73899.39121,73256.78781,73363.88837,0
9/6/2000,73964.01421,73964.01421,73586.37154,73883.09078,0
9/7/2000,73464.77742,73801.1546,73168.76549,73384.04689,0
9/11/2000,75732.96436,76384.99758,75663.59913,75663.59913,0
9/12/2000,77371.9612,77641.3523,77221.66932,77272.71184,0
9/13/2000,74452.67341,74862.35429,74316.11311,74316.11311,0
9/14/2000,75379.74822,75725.97157,75144.31634,75352.05035,0
9/18/2000,75620.35637,76051.91584,75481.14364,75662.12019,0
9/19/2000,75938.19865,76245.52764,75211.78468,75211.78468,0
9/20/2000,75586.05152,76203.53876,75473.78112,75824.62614,0
9/21/2000,76068.66638,77644.05296,76068.66638,76490.64493,0
9/25/2000,77858.61097,78227.87837,77773.39542,77858.61097,0
9/26/2000,77225.83605,78662.20281,77225.83605,78380.56227,0
9/27/2000,78642.82877,78778.55636,77817.15258,77817.15258,0
9/28/2000,77499.13347,77696.61943,76991.31243,77301.64751,0
10/2/2000,76959.9333,77298.09485,76649.95188,76649.95188,0
10/3/2000,76750.88593,76877.95694,76327.31592,76383.79192,0
10/4/2000,76561.95529,77043.47702,76222.05759,76236.22,0
10/5/2000,76075.41804,76527.07173,76033.0755,76047.18968,0
10/9/2000,76548.72525,77398.95175,76194.46422,77228.90645,0
10/10/2000,77388.71173,78013.27214,76849.31866,76877.70777,0
10/11/2000,77169.62851,78981.52402,77169.62851,78767.52061,0
10/12/2000,79443.66689,79687.84377,78107.87571,78251.50917,0
10/16/2000,77539.65949,77539.65949,76940.78753,77283.00008,0
10/17/2000,77600.16719,78200.38948,77200.019,77285.76504,0
10/18/2000,77600.16719,77628.74921,77285.76504,77342.92907,0
10/19/2000,77008.3041,78287.98419,76894.55476,77150.49078,0
10/23/2000,77718.07041,78077.67651,77674.91768,77789.99163,0
10/24/2000,77431.85804,77546.5719,76370.7548,76428.11173,0
10/25/2000,76642.31608,76915.52508,76081.51864,76311.58938,0
10/26/2000,77163.72081,77483.78149,76354.84018,76936.76869,0
10/30/2000,79106.26892,79600.6831,79091.28667,79181.18016,0
10/31/2000,77710.70146,78254.33843,77490.30809,77534.38677,0
11/1/2000,77640.35563,78256.78189,77493.58747,77611.002,0
11/2/2000,77555.3169,77789.88875,77467.35246,77687.26357,0
11/6/2000,78294.78407,78930.72584,77871.80885,78146.89064,0
11/7/2000,78061.94837,78460.8266,77988.08203,78239.22758,0
11/8/2000,78750.03865,79285.34858,78526.99284,78958.21473,0
11/9/2000,78546.20291,78679.307,77732.78902,78235.6267,0
11/13/2000,79266.1385,79566.10497,79251.14018,79251.14018,0
11/14/2000,79623.71107,80301.16749,79608.65648,79714.03859,0
11/20/2000,80575.30726,80848.54681,80575.30726,80711.92703,0
11/21/2000,80549.70884,81171.89008,80549.70884,80853.21188,0
11/23/2000,80756.56674,80954.0527,80726.18428,80726.18428,0
11/27/2000,81967.36385,82423.58295,81754.46161,81876.12004,0
11/28/2000,81932.22309,82236.69066,81201.50092,81201.50092,0
11/29/2000,81673.10415,82882.7358,81535.29801,82836.80042,0
11/30/2000,81262.39443,83134.86999,81262.39443,81947.44647,0
12/4/2000,82562.92428,85003.80896,82410.36899,82410.36899,0
12/5/2000,83442.76161,85032.29452,83442.76161,84723.64736,0
12/6/2000,84313.08232,84666.1779,83883.22684,83929.28279,0
12/7/2000,84234.34515,84234.34515,83635.3044,83635.3044,0
